sku,name,category,description,color,width_cm,depth_cm,height_cm,image_url,product_url
10606618,INFORMA ALTO SOFA MODULAR ARMLESS FABRIC 1 SEATER - ABU-ABU,LIVING UPHOLSTERED,"<ul>
<li>Rangka kokoh dan stabil</li>
<li>Sofa dapat diatur sesuai dengan kebutuhan</li>
<li>Menggunakan breathable fabric sehingga sirkulasi udara lebih baik</li>
<li>Menggunakan memory foam untuk mendistribusikan berat tubuh secara merata</li>
<li>Bantalan punggung dan dudukan menggunakan feather untuk kenyamanan maksimal</li>
<li>Cocok untuk memenuhi kebutuhan di hunian pribadi atau area komersial</li>
</ul>",ABU,108.0,88.0,30.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606618_1.jpg,https://www.ruparupa.com/p/informa-alto-sofa-modular-armless-fabric-1-seater-abu-abu.html
10606619,INFORMA ALTO BANGKU OTTOMAN MODULAR FABRIC - ABU-ABU,LIVING UPHOLSTERED,"<ul>
<li>Rangka kokoh dan stabil</li>
<li>Menggunakan breathable fabric sehingga sirkulasi udara lebih baik</li>
<li>Menggunakan memory foam untuk mendistribusikan berat tubuh secara merata</li>
<li>Bantalan punggung dan dudukan menggunakan feather untuk kenyamanan maksimal</li>
<li>Cocok untuk memenuhi kebutuhan di hunian pribadi atau area komersial</li>
</ul>",ABU,88.0,88.0,46.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606619_1.jpg,https://www.ruparupa.com/p/informa-alto-bangku-ottoman-modular-fabric-abu-abu.html
10606709,INFORMA LENELLE LEMARI ARSIP KANTOR 2 PINTU KACA - PUTIH,METAL OFFICE,"<ul>
<li>Rangka kuat dan kokoh</li>
<li>Dilengkapi handle ergonomis&nbsp;</li>
<li>Memiliki kunci untuk keamanan maksimal</li>
<li>Pintu kaca memudahkan untuk melihat isi lemari</li>
<li>Mengorganisir dan merapikan arsip dan dokumen</li>
<li>Ideal untuk menyimpan dokumen penting berkas kantor dan buku</li>
<li>Cocok untuk digunakan di ruang kerja ruang arsip kantor sekolah dan kampus</li>
</ul>",PUTIH,46.0,152.0,19.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606709_1.jpg,https://www.ruparupa.com/p/informa-lenelle-lemari-arsip-kantor-2-pintu-kaca-putih.html
10606854,INFORMA 28X23.5 CM GRIZEL LAMPU GANTUNG HIAS - PUTIH,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di atas meja makan meja bar meja ruang tamu atau tempat tidur</li>
<li>Cocok digunakan di rumah apartemen hotel dan restoran</li>
</ul>",PUTIH,21.0,32.5,32.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606854_1.jpg,https://www.ruparupa.com/p/informa-28x23-5-cm-grizel-lampu-gantung-hias-putih.html
10606855,INFORMA 40X28.5 CM GRIZEL LAMPU GANTUNG HIAS - HITAM,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di atas meja makan meja bar meja ruang tamu atau tempat tidur</li>
<li>Cocok digunakan di rumah apartemen hotel dan restoran</li>
</ul>",HITAM,25.5,45.0,45.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606855_1.jpg,https://www.ruparupa.com/p/informa-40x28-5-cm-grizel-lampu-gantung-hias-hitam.html
10606856,INFORMA GRIZEL LAMPU MEJA - HITAM,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Dapat dirakit sendiri dengan mudah</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di meja nakas meja sisi meja konsol meja belajar atau meja kerja</li>
<li>Cocok digunakan di rumah apartemen dan hotel</li>
</ul>",HITAM,23.5,32.5,32.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606856_1.jpg,https://www.ruparupa.com/p/informa-grizel-lampu-meja-hitam.html
10606857,INFORMA GRIZEL LAMPU MEJA - PUTIH,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Dapat dirakit sendiri dengan mudah</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di meja nakas meja sisi meja konsol meja belajar atau meja kerja</li>
<li>Cocok digunakan di rumah apartemen dan hotel</li>
</ul>",PUTIH,23.5,32.5,32.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606857_1.jpg,https://www.ruparupa.com/p/informa-grizel-lampu-meja-putih.html
10606858,INFORMA GRIZEL LAMPU LANTAI  - HITAM,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Dapat dirakit sendiri dengan mudah</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di meja nakas meja sisi meja konsol meja belajar atau meja kerja</li>
<li>Cocok digunakan di rumah apartemen dan hotel</li>
</ul>",HITAM,28.0,45.0,45.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606858_1.jpg,https://www.ruparupa.com/p/informa-grizel-lampu-lantai-hitam.html
10606859,INFORMA GRIZEL LAMPU LANTAI  - PUTIH,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Dapat dirakit sendiri dengan mudah</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di meja nakas meja sisi meja konsol meja belajar atau meja kerja</li>
<li>Cocok digunakan di rumah apartemen dan hotel</li>
</ul>",PUTIH,28.0,45.0,45.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606859_1.jpg,https://www.ruparupa.com/p/informa-grizel-lampu-lantai-putih.html
10606860,INFORMA 22.5X30 CM GENEVE LAMPU GANTUNG HIAS - HITAM,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di atas meja makan meja bar meja ruang tamu atau tempat tidur</li>
<li>Cocok digunakan di rumah apartemen hotel dan restoran</li>
</ul>",HITAM,48.0,48.0,9.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606860_1.jpg,https://www.ruparupa.com/p/informa-22-5x30-cm-geneve-lampu-gantung-hias-hitam.html
10606861,INFORMA 30X40 CM GENEVE LAMPU GANTUNG HIAS - HITAM,LIGHTING,"<ul>
<li>Desain minimalis dan elegan</li>
<li>Ketinggian lampu dapat disesuaikan</li>
<li>Memberikan sentuhan estetis pada ruangan</li>
<li>Ideal diletakkan di atas meja makan meja bar meja ruang tamu atau tempat tidur</li>
<li>Cocok digunakan di rumah apartemen hotel dan restoran</li>
</ul>",HITAM,32.0,32.0,42.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606861_1.jpg,https://www.ruparupa.com/p/informa-30x40-cm-geneve-lampu-gantung-hias-hitam.html
10606865,INFORMA DIXON KURSI - PUTIH,Comm Chair Table,"<ul>
<li>Dapat ditumpuk</li>
<li>Dilengkapi sandaran punggung</li>
<li>Memiliki kaki kursi yang stabil</li>
<li>Nyaman saat digunakan</li>
<li>Cocok untuk kebutuhan di hunian pribadi atau area komersial</li>
</ul>",PUTIH,56.0,68.0,6.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606865_1.jpg,https://www.ruparupa.com/p/informa-dixon-kursi-putih.html
10606866,INFORMA DIXON KURSI - HITAM,Comm Chair Table,"<ul>
<li>Dapat ditumpuk</li>
<li>Dilengkapi sandaran punggung</li>
<li>Memiliki kaki kursi yang stabil</li>
<li>Nyaman saat digunakan</li>
<li>Cocok untuk kebutuhan di hunian pribadi atau area komersial</li>
</ul>",HITAM,56.0,68.0,6.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606866_1.jpg,https://www.ruparupa.com/p/informa-dixon-kursi-hitam.html
10606868,INFORMA DIXON KURSI - HIJAU MINT,Comm Chair Table,"<ul>
<li>Dapat ditumpuk</li>
<li>Dilengkapi sandaran punggung</li>
<li>Memiliki kaki kursi yang stabil</li>
<li>Nyaman saat digunakan</li>
<li>Cocok untuk kebutuhan di hunian pribadi atau area komersial</li>
</ul>",HIJAU MINT,56.0,68.0,6.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606868_1.jpg,https://www.ruparupa.com/p/informa-dixon-kursi-hijau-mint.html
10606869,INFORMA DIXON KURSI - KUNING,Comm Chair Table,"<ul>
<li>Dapat ditumpuk</li>
<li>Dilengkapi sandaran punggung</li>
<li>Memiliki kaki kursi yang stabil</li>
<li>Nyaman saat digunakan</li>
<li>Cocok untuk kebutuhan di hunian pribadi atau area komersial</li>
</ul>",KUNING,56.0,68.0,6.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10606869_1.jpg,https://www.ruparupa.com/p/informa-dixon-kursi-kuning.html
10607007,INFORMA JORDIE CELIA SET MEJA MAKAN 4 KURSI - ABU-ABU,Dining,"<ul>
<li>Konstruksi kuat dan kokoh</li>
<li>Kursi memiliki dudukan dan sandaran nyaman</li>
<li>Kaki kursi dan meja yang stabil</li>
<li>Meningkatkan tampilan ruangan</li>
<li>Permukaan meja luas dan mudah dibersihkan</li>
<li>Cocok digunakan di rumah apartemen cafe dan restoran</li>
</ul>",ABU,92.0,143.0,67.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607007_1.jpg,https://www.ruparupa.com/p/informa-jordie-celia-set-meja-makan-4-kursi-abu-abu.html
10607008,INFORMA JORDIE CELIA SET MEJA MAKAN 4 KURSI - ABU-ABU/KREM BEIGE,Dining,"<ul>
<li>Konstruksi kuat dan kokoh</li>
<li>Kursi memiliki dudukan dan sandaran nyaman</li>
<li>Kaki kursi dan meja yang stabil</li>
<li>Meningkatkan tampilan ruangan</li>
<li>Permukaan meja luas dan mudah dibersihkan</li>
<li>Cocok digunakan di rumah apartemen cafe dan restoran</li>
</ul>",ABU/KREM BEIGE,92.0,143.0,67.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607008_1.jpg,https://www.ruparupa.com/p/informa-jordie-celia-set-meja-makan-4-kursi-abu-abu-krem-beige.html
10607009,INFORMA JORDIE CELIA SET MEJA MAKAN 4 KURSI - ABU-ABU/HIJAU,Dining,"<ul>
<li>Konstruksi kuat dan kokoh</li>
<li>Kursi memiliki dudukan dan sandaran nyaman</li>
<li>Kaki kursi dan meja yang stabil</li>
<li>Meningkatkan tampilan ruangan&nbsp;</li>
<li>Permukaan meja luas dan mudah dibersihkan</li>
<li>Cocok digunakan di rumah apartemen cafe dan restoran</li>
</ul>",ABU/HIJAU,92.0,143.0,67.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607009_1.jpg,https://www.ruparupa.com/p/informa-jordie-celia-set-meja-makan-4-kursi-abu-abu-hijau.html
10607010,INFORMA JORDIE CELIA SET MEJA MAKAN 4 KURSI - ABU-ABU/ORANYE,Dining,"<ul>
<li>Konstruksi kuat dan kokoh</li>
<li>Kursi memiliki dudukan dan sandaran nyaman</li>
<li>Kaki kursi dan meja yang stabil</li>
<li>Meningkatkan tampilan ruangan</li>
<li>Permukaan meja luas dan mudah dibersihkan</li>
<li>Cocok digunakan di rumah apartemen cafe dan restoran</li>
</ul>",ABU/ORANYE,92.0,143.0,67.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607010_1.jpg,https://www.ruparupa.com/p/informa-jordie-celia-set-meja-makan-4-kursi-abu-abu-oranye.html
10607013,INFORMA 50X70 CM GARRETT KESET KAMAR MANDI POLYESTER- ABU-ABU,Home Textile,"<ul>
<li>Nyaman ketika dipijak</li>
<li>Bagian dasar anti-slip</li>
<li>Memiliki daya serap yang baik</li>
<li>Cocok diletakkan di depan pintu kamar mandi</li>
</ul>",ABU,49.0,70.0,1.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607013_1.jpg,https://www.ruparupa.com/p/informa-50x70-cm-garrett-keset-kamar-mandi-polyester-abu-abu.html
10607014,INFORMA 50X70 CM GARRETT KESET KAMAR MANDI POLYESTER - COKELAT,Home Textile,"<ul>
<li>Nyaman ketika dipijak</li>
<li>Bagian dasar anti-slip</li>
<li>Memiliki daya serap yang baik</li>
<li>Cocok diletakkan di depan pintu kamar mandi</li>
</ul>",COKELAT,49.0,71.0,1.2,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607014_1.jpg,https://www.ruparupa.com/p/informa-50x70-cm-garrett-keset-kamar-mandi-polyester-cokelat.html
10607015,INFORMA 50X70 CM GARRETT KESET KAMAR MANDI POLYESTER - MERAH MAROON,Home Textile,"<ul>
<li>Nyaman ketika dipijak</li>
<li>Bagian dasar anti-slip</li>
<li>Memiliki daya serap yang baik</li>
<li>Cocok diletakkan di depan pintu kamar mandi</li>
</ul>",MERAH MAROON,50.0,70.0,1.2,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607015_1.jpg,https://www.ruparupa.com/p/informa-50x70-cm-garrett-keset-kamar-mandi-polyester-merah-maroon.html
10607016,INFORMA 50X70 CM GARRETT KESET KAMAR MANDI - HIJAU,Home Textile,"<ul>
<li>Nyaman ketika dipijak</li>
<li>Bagian dasar anti-slip</li>
<li>Memiliki daya serap yang baik</li>
<li>Cocok diletakkan di depan pintu kamar mandi</li>
</ul>",HIJAU,70.0,50.0,1.2,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607016_1.jpg,https://www.ruparupa.com/p/informa-50x70-cm-garrett-keset-kamar-mandi-hijau.html
10607026,INFORMA DION RAK DINDING ANAK - HIJAU,Junior Series,"<ul>
<li>Desain simpel dan minimalis</li>
<li>Dengan tema dinosaur yang menarik</li>
<li>Kuat aman dan stabil</li>
<li>Dapat mempercantik dekorasi ruangan</li>
<li>Ideal untuk menyimpan perlengkapan rumah tangga buku mainan dan dekorasi</li>
<li>Cocok untuk digunakan di ruang tamu ruang keluarga ruang bekerja atau kamar tidur anak</li>
<li>Finishing : Painting matt &amp; melamine</li>
</ul>",HIJAU,45.0,106.5,7.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607026_1.jpg,https://www.ruparupa.com/p/informa-dion-rak-dinding-hijau.html
10607027,INFORMA DION SET MEJA & KURSI ANAK - MIX,Junior Series,"<ul>
<li>Desain ergonomis nyaman digunakan anak</li>
<li>Dihiasi motif serat kayu natural&nbsp;</li>
<li>Dilengkapi ambalan sebagai tempat penyimpanan tambahan&nbsp;</li>
<li>Rangka kuat dan kokoh</li>
<li>Ideal diletakkan di kamar anak ruang bermain atau area belajar anak</li>
<li>Cocok digunakan di rumah pribadi sekolah atau playground</li>
<li>Isi set : 1 pc meja 2 pcs kursi&nbsp;</li>
<li>Dimensi produk :<br />
- Meja : 80 x&nbsp;48 x&nbsp;50 cm<br />
-&nbsp;Chair : 59 x&nbsp;24 x&nbsp;48 cm</li>
</ul>",MIX,55.0,87.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607027_1.jpg,https://www.ruparupa.com/p/informa-dion-set-meja-kursi-anak-mix.html
10607028,INFORMA DION RAK BUKU PUTAR ANAK 3 TINGKAT - HIJAU,Junior Series,"<ul>
<li>Rak buku dengan tema Dinosaur</li>
<li>Rangka kokoh stabil dan awet</li>
<li>Rak buku dapat diputar</li>
<li>Kapasitas penyimpanan yang luas</li>
<li>Ideal untuk menaruh buku dan mainan</li>
<li>Cocok untuk anak-anak atau&nbsp;balita untuk bermain dan&nbsp;belajar</li>
<li>Finishing : painting matt melamine</li>
</ul>",HIJAU,59.0,105.0,9.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607028_1.jpg,https://www.ruparupa.com/p/informa-dion-rak-buku-3-tingkat-putar-hijau.html
10607029,INFORMA DION KOTAK PENYIMPANAN ANAK - HIJAU,Junior Series,"<ul>
<li>Desain simpel dan minimalis</li>
<li>Dengan tema dinosaur yang menarik</li>
<li>Menjaga agar barang dan mainan tetap rapi</li>
<li>Cocok untuk menyimpan barang-barang seperti mainan anak buku aksesori dan barang&nbsp;lainnya</li>
<li>Finishing : Painting matt &amp;&nbsp;melamine</li>
</ul>",HIJAU,54.0,64.0,7.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607029_1.jpg,https://www.ruparupa.com/p/informa-dion-kotak-penyimpanan-hijau.html
10607030,INFORMA DION BANGKU PIJAK ANAK - HIJAU,Junior Series,"<ul>
<li>Desain berbentuk Dinosaurus</li>
<li>Rangka kuat dan kokoh</li>
<li>Awet untuk penggunaan jangka panjang</li>
<li>Ideal untuk membantu anak-anak menjangkau area tinggi</li>
<li>Cocok untuk anak-anak atau balita bermain</li>
<li>Finishing : painting matt melamine</li>
</ul>",HIJAU,47.0,100.0,8.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607030_1.jpg,https://www.ruparupa.com/p/informa-dion-bangku-pijak-hijau.html
10607031,INFORMA MOANA KABINET ANAK 2 TINGKAT - BIRU,Junior Series,"<ul>
<li>Rangka kuat dan kokoh</li>
<li>Awet untuk penggunaan jangka panjang</li>
<li>Ideal ditempatkan di kamar anak atau ruang bermain</li>
<li>Cocok untuk menyimpan berbagai perlengkapan anak seperti mainan dan buku</li>
<li>Finishing : painting matt melamine</li>
</ul>",BIRU,43.0,86.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607031_1.jpg,https://www.ruparupa.com/p/informa-moana-kabinet-2-tingkat-biru.html
10607032,INFORMA MOANA RAK PENYIMPANAN ANAK 4 TINGKAT - BIRU,Junior Series,"<ul>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki desain yang unik</li>
<li>Awet untuk penggunaan jangka panjang</li>
<li>Ideal ditempatkan di kamar anak atau ruang bermain</li>
<li>Cocok untuk menyimpan berbagai perlengkapan anak seperti mainan dan buku</li>
<li>Finishing : painting matt melamine</li>
</ul>",BIRU,54.0,66.0,8.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10607032_1.jpg,https://www.ruparupa.com/p/informa-moana-rak-penyimpanan-4-tingkat-biru.html
