sku,name,category,description,color,width_cm,depth_cm,height_cm,image_url,product_url
10581420,INFORMA 160X200 CM PRIM TEMPAT TIDUR - COKELAT OAK / PUTIH,Bedroom,"<ul>
<li>Tempat penyimpanan dengan engsel soft-closing pada headboard</li>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki kaki yang stabil</li>
<li>Dihiasi motif serat kayu natural</li>
<li>Meningkatkan tampilan kamar tidur</li>
<li>Cocok digunakan di rumah apartemen atau hotel</li>
<li>Isi set : 1 pc tempat tidur</li>
<li>Finishing : paper</li>
</ul>",COKELAT OAK / PUTIH,62.0,204.0,26.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581420_1.jpg,https://www.ruparupa.com/p/informa-160x200-cm-prim-tempat-tidur-cokelat-oak-putih.html
10581421,INFORMA PRIM NAKAS - COKELAT OAK / PUTIH,Bedroom,"<ul>
<li>Desain minimalis denganflutted PVC design</li>
<li>Dihiasi motif serat kayu natural</li>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki kaki meja yang stabil</li>
<li>Meningkatkan aksen dekoratif ruangan</li>
<li>Dilengkapi laci penyimpanan</li>
<li>Tempat penyimpanan untuk menyimpan buku dompet ponsel dan barang pribadi lainnya</li>
<li>Ideal diletakkan di samping tempat tidur atau sofa</li>
<li>Cocok digunakan di rumah apartemen hotel dan tempat komersial lainnya</li>
<li>Isi set : 1 pc nakas</li>
</ul>",COKELAT OAK / PUTIH,44.0,43.5,14.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581421_1.jpg,https://www.ruparupa.com/p/informa-prim-nakas-cokelat-oak-putih.html
10581422,INFORMA PRIM LEMARI PAKAIAN 2 PINTU - COKELAT OAK/PUTIH,Bedroom,"<ul>
<li>Desain minimalis dengan flutted PVC design</li>
<li>Dihiasi motif serat kayu natural</li>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki kaki yang stabil</li>
<li>Dilengkapi laci penyimpanan 2 tingkat</li>
<li>Dilengkapi tongkat gantungan untuk menggantung pakaian khusus</li>
<li>Meningkatkan tampilan kamar tidur</li>
<li>Cocok digunakan di rumah apartemen atau hotel</li>
<li>Isi set : 1 pc lemari pakaian<br />
</li>
</ul>",COKELAT OAK/PUTIH,53.5,180.0,21.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581422_1.jpg,https://www.ruparupa.com/p/informa-prim-lemari-pakaian-2-pintu-cokelat-oak-putih.html
10581423,INFORMA PRIM LACI PENYIMPANAN 3 TINGKAT DENGAN KACA - COKELAT OAK/PUTIH,Bedroom,"<ul>
<li>Dihiasi motif serat kayu natural</li>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki kaki meja yang stabil</li>
<li>Laci dengan tempat penyimpanan tersembunyi</li>
<li>Dilengkapi kaca</li>
<li>Meningkatkan aksen dekoratif ruangan</li>
<li>Cocok digunakan di rumah apartemen atau hotel</li>
<li>Isi set : 1 pc laci penyimpanan</li>
<li>Material : particle board</li>
<li>Finishing : paper</li>
<li>Dimensi produk : 80 x 39.6 x 85.5 cm</li>
</ul>",COKELAT OAK/PUTIH,45.0,83.5,26.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581423_1.jpg,https://www.ruparupa.com/p/informa-prim-laci-penyimpanan-3-tingkat-dengan-kaca-cokelat-oak-putih.html
10581582,INFORMA HAMPERS LEBARAN 2024 AREESHA,Home Organizer,"<ul>
<li>Hampers bergaya minimalis</li>
<li>Dikemas dengan rapi dan cantik</li>
<li>Terdiri dari perlengkapan rumah tangga</li>
<li>Cocok untuk hadiah lebaran untuk teman keluarga dan kerabat</li>
<li>Isi Set :<br />
- 1 Pc <strong>Camilla Jewelry Box S Beige 12x12.3x7.6</strong><br />
- <a href=""https://www.ruparupa.com/p/kotak-tisue-velvet-23-5x12-4x11-6-cm-abu-abu.html"">1 Pc<strong> Informa Kotak Tisue Velvet 23.5x12.4x11.6 Cm - Abu-abu</strong></a><br />
- 1 Pc<strong> Jaden Table Lamp Dia 12.3x23cm White</strong><br />
- <a href=""https://www.ruparupa.com/p/informa-25x3x15-cm-miniatur-dekorasi-home-gold.html"">1 Pc <strong>Informa Patung Miniatur Dekorasi Home 2 Tone</strong></a><br />
- <a href=""https://www.ruparupa.com/p/informa-33x180-cm-table-runner-water-repelent-krem-beige.html"">1 Pc<strong> Informa 33x180 Cm Table Runner Water Repelent - Krem Beige</strong></a><br />
- <a href=""https://www.ruparupa.com/p/informa-35x27x16-5-cm-arabel-kotak-penyimpanan-dengan-tutup.html"">1 Pc<strong> Informa 35x27x16.5 Cm Arabel Kotak Penyimpanan Dengan Tutup</strong></a><br />
- <a href=""https://www.ruparupa.com/p/informa-45x45-cm-sarung-bantal-sofa-jacquard-merah-terracotta.html"">1 Pc <strong>Informa 45x45 Cm Sarung Bantal Sofa Jacquard - Merah Terracotta</strong></a></li>
</ul>",BEIGE,30.0,40.0,20.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581582_1.jpg,https://www.ruparupa.com/p/hampers-lebaran-2024-areesha.html
10581744,INFORMA 160X200 CM LANY TEMPAT TIDUR METAL - KREM BEIGE,Bedroom,"<ul>
<li>Rangka kuat dan kokoh</li>
<li>Dilengkapi headboard untuk kenyamanan tambahan</li>
<li>Memiliki kaki tempat tidur yang stabil</li>
<li>Desain estetik untuk eningkatkan tampilan kamar tidur</li>
<li>Lapisan kain/fabric pada headboard dan footboard</li>
<li>Cocok digunakan sebagai tempat tidur di rumah dan hotel atau homestay</li>
<li>Isi set :1 pc tempat tidur</li>
<li>*Tidak termasuk matras</li>
</ul>",KREM BEIGE,65.0,168.0,13.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581744_1.jpg,https://www.ruparupa.com/p/informa-160x200-cm-lany-tempat-tidur-metal-krem-beige.html
10581745,INFORMA 180X200 CM LANY TEMPAT TIDUR METAL - KREM BEIGE,Bedroom,"<ul>
<li>Rangka kuat dan kokoh</li>
<li>Dilengkapi headboard untuk kenyamanan tambahan</li>
<li>Memiliki kaki tempat tidur yang stabil</li>
<li>Desain estetik untuk eningkatkan tampilan kamar tidur</li>
<li>Lapisan kain/fabric pada headboard dan footboard</li>
<li>Cocok digunakan sebagai tempat tidur di rumah dan hotel atau homestay</li>
<li>Isi set :1 pc tempat tidur</li>
<li>*Tidak dilengkapi matras</li>
</ul>",KREM BEIGE,65.5,188.0,13.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581745_1.jpg,https://www.ruparupa.com/p/informa-180x200-cm-lany-tempat-tidur-metal-krem-beige.html
10581819,INFORMA HAMPSON MEJA MAKAN - PUTIH,Dining,"<ul>
<li>Desain minimalis</li>
<li>Top meja dihiasi motif marmer yang mewah</li>
<li>Rangka kuat dan kokoh</li>
<li>Kaki meja yang stabil&nbsp;</li>
<li>Meningkatkan tampilan estika ruangan&nbsp;</li>
<li>Permukaan top meja yang luas</li>
<li>Cocok diletakkan di ruang makan restoran hotel atau tempat komersial lainnya</li>
<li>Isi set : 1 pc meja makan</li>
</ul>",PUTIH,84.0,145.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581819_1.jpg,https://www.ruparupa.com/p/informa-hampson-meja-makan-putih.html
10581820,INFORMA HAMPSON MEJA MAKAN - ABU-ABU,Dining,"<ul>
<li>Desain minimalis</li>
<li>Top meja dihiasi motif marmer yang natural</li>
<li>Rangka kuat dan kokoh</li>
<li>Kaki meja yang stabil&nbsp;</li>
<li>Meningkatkan tampilan estika ruangan&nbsp;</li>
<li>Permukaan top meja yang luas</li>
<li>Cocok diletakkan di ruang makan restoran hotel atau tempat komersial lainnya</li>
<li>Isi set : 1 pc meja makan</li>
</ul>",ABU,84.0,145.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10581820_1.jpg,https://www.ruparupa.com/p/informa-hampson-meja-makan-abu-abu.html
10582005,INFORMA PETER SET MEJA DAPUR DENGAN 2 BANGKU - PUTIH,Kitchen,"<ul>
<li>Permukaan meja cukup luas</li>
<li>Mudah dibersihkan</li>
<li>Rangka kuat kokoh dan stabil</li>
<li>Menambah aksen dekoratif ruangan</li>
<li>Terdapat rak 2 tingkat dan kompartemen penyimpanan pada bawah meja</li>
<li>Cocok diletakkan pada dapur ruang makan apartemen hotel dan area komersial lainnya</li>
<li>Material : particle board</li>
</ul>",PUTIH,65.0,125.0,13.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582005_1.jpg,https://www.ruparupa.com/p/informa-peter-set-meja-dapur-dengan-2-bangku-putih.html
10582006,INFORMA PETER KABINET DAPUR HIGH - PUTIH,Kitchen,"<ul>
<li>Mampu menyimpan berbagai perlengkapan dapur</li>
<li>Kompartemen penyimpanan dilengkapi pintu</li>
<li>Rangka kuat kokoh dan stabil</li>
<li>Mudah dibersihkan</li>
<li>Memiliki desain minimalis dan elegan</li>
<li>Anti lembap</li>
<li>Cocok digunakan di dapur ruang makan dan area lainnya</li>
</ul>",PUTIH,54.0,181.0,16.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582006_1.jpg,https://www.ruparupa.com/p/informa-peter-kabinet-dapur-high-putih.html
10582009,INFORMA FOXY MEJA TAMU SQUARE - PUTIH,Living Non- Upholstered,"<ul>
<li>Aksen batu alami yang mewah & timeless</li>
<li>Material origin dari Italy</li>
<li>Meningkatkan aksen dekoratif ruangan</li>
<li>Rangka kuat dan kokoh</li>
<li>Memiliki kaki meja yang stabil</li>
<li>Pada permukaan dapat diletakkan lampu hias majalah vas dan sebagainya</li>
<li>Cocok diletakkan di ruang tamu ruang keluarga dan tempat komersial</li>
<li>Finishing :<br />
- Top : lacquered<br />
- Kaki : brushed stainless steel</li>
</ul>",PUTIH,110.0,110.0,60.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582009_1.jpg,https://www.ruparupa.com/p/informa-foxy-meja-tamu-square-putih.html
10582094,INFORMA 41X41X63 CM KERANJANG LAUNDRY ROUND - PUTIH/ABU-ABU,Home Organizer,"<ul>
<li>Rangka kuat kokoh dan tahan lama</li>
<li>Kain dapat dilepas</li>
<li>Mudah diangkat dan dipindahkan</li>
<li>Dilengkapi roda dan handle ergonomis</li>
<li>Menyimpan cucian kotor dengan rapi dan teratur</li>
<li>Cocok diletakkan di kamar mandi kamar tidur atau ruang laundry</li>
</ul>",ABU,41.0,63.0,21.75,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582094_1.jpg,https://www.ruparupa.com/p/informa-41x63-cm-keranjang-laundry-round-putih-abu-abu.html
10582095,INFORMA 51X31X62 CM KERANJANG LAUNDRY OVAL - HITAM/PUTIH,Home Organizer,"<ul>
<li>Rangka kuat kokoh dan tahan lama</li>
<li>Kain dapat dilepas</li>
<li>Mudah diangkat dan dipindahkan</li>
<li>Dilengkapi roda dan handle ergonomis</li>
<li>Menyimpan cucian kotor dengan rapi dan teratur</li>
<li>Cocok diletakkan di kamar mandi kamar tidur atau ruang laundry</li>
</ul>",HITAM/PUTIH,32.0,60.0,26.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582095_1.jpg,https://www.ruparupa.com/p/informa-51x31x62-cm-keranjang-laundry-oval-hitam-putih.html
10582556,INFORMA GLENDA JEMURAN BAJU LIPAT - PUTIH,Home Organizer,"<ul>
<li>Rangka kuat kokoh dan stabil</li>
<li>Mudah dibuka dan ditutup</li>
<li>Dapat dilipat sehingga hemat ruang penyimpanan</li>
<li>Kapasitas penyimpanan pakaian yang cukup banyak</li>
<li>Cocok untuk penggunaan indoor dan outdoor</li>
</ul>",PUTIH,9.0,99.0,62.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582556_1.jpg,https://www.ruparupa.com/p/informa-glenda-jemuran-baju-lipat-putih.html
10582557,INFORMA 75X60X103 CM GRETTA JEMURAN BAJU - HITAM,Home Organizer,"<ul>
<li>Dapat dilipat dan extendable</li>
<li>Tahan karat</li>
<li>Kokoh dan mudah dirakit</li>
<li>Finishing : powder coating</li>
<li>Kapasitas maksimal : 30 kg</li>
</ul>",HITAM,14.0,74.0,9.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582557_1.jpg,https://www.ruparupa.com/p/informa-75x60x103-cm-gretta-jemuran-baju-hitam.html
10582840,INFORMA JAZZ MEJA KANTOR - COKELAT OAK,OFFICE,"<ul>
<li>Meja dihiasi motif serat kayu natural</li>
<li>Dilengkapi monitor riser fleksibel yang dapat dilepas/pindah</li>
<li>Top mejabeveled smooth</li>
<li>Memiliki kaki meja yang stabil</li>
<li>Rangka kuat dan kokoh</li>
<li>Cocok digunakan di ruang kerja kantor kampus atau sekolah</li>
</ul>",COKELAT OAK,64.0,125.0,9.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582840_1.jpg,https://www.ruparupa.com/p/jazz-meja-kantor-cokelat-oak.html
10582841,INFORMA JAKK MEJA KANTOR - COKELAT OAK,OFFICE,"<ul>
<li>Meja dihiasi motif serat kayu natural</li>
<li>Top mejabeveled smooth</li>
<li>Memiliki kaki meja yang stabil</li>
<li>Rangka kuat dan kokoh</li>
<li>Cocok digunakan di ruang kerja kantor kampus atau sekolah</li>
</ul>",COKELAT OAK,64.5,128.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582841_1.jpg,https://www.ruparupa.com/p/jakk-meja-kantor-cokelat-oak.html
10582951,SELMA 120X200X25 CM SKOOL KASUR FOAM POCKET SPRINGBED,Selma,"<ul>
<li>Free gift 2 set bantal &amp; guling</li>
<li>Pegas dengan daya pantul baik dan struktur kuat</li>
<li>Teknologi No Movement Transfer</li>
<li>Menggunakan individual pocket spring</li>
<li>Memiliki sirkulasi udara yang baik</li>
<li>EDGE support</li>
<li>Desain euro top</li>
<li>Ketebalan pocket spring : 20 cm</li>
</ul>",none,202.0,122.0,31.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582951_1.jpg,https://www.ruparupa.com/p/selma-120x200x25-cm-skool-kasur-foam-pocket-springbed.html
10582952,SELMA 160X200X25 CM SKOOL KASUR FOAM POCKET SPRINGBED,Selma,"<ul>
<li>Free gift 2 set bantal &amp; guling</li>
<li>Pegas dengan daya pantul baik dan struktur kuat</li>
<li>Teknologi No Movement Transfer</li>
<li>Menggunakan individual pocket spring</li>
<li>Memiliki sirkulasi udara yang baik</li>
<li>EDGE support</li>
<li>Desain euro top</li>
<li>Ketebalan pocket spring : 20 cm</li>
</ul>",none,202.0,162.0,31.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582952_1.jpg,https://www.ruparupa.com/p/selma-160x200x25-cm-skool-kasur-foam-pocket-springbed.html
10582953,SELMA 180X200X25 CM SKOOL KASUR FOAM POCKET SPRINGBED,Selma,"<ul>
<li>Free gift 2 set bantal &amp; guling</li>
<li>Pegas dengan daya pantul baik dan struktur kuat</li>
<li>Teknologi No Movement Transfer</li>
<li>Menggunakan individual pocket spring</li>
<li>Memiliki sirkulasi udara yang baik</li>
<li>EDGE support</li>
<li>Desain euro top</li>
<li>Ketebalan pocket spring : 20 cm</li>
</ul>",none,200.0,180.0,30.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10582953_1.jpg,https://www.ruparupa.com/p/selma-180x200x25-cm-skool-kasur-foam-pocket-springbed.html
10583160,INFORMA SLEEP 50X30X10 CM LITE BANTAL CONTOUR COOL GEL,Textile Bedding,"<ul>
<li>Dilengkapi dengan cool gel agar sejuk saat digunakan</li>
<li>Mengikuti kontur leher dan kepala</li>
<li>Mencegah pegal saat terbangun di pagi hari</li>
<li>Cover dapat dicuci secara terpisah</li>
<li>Cocok digunakan pada saat tidur malam atau bersantai siang hari</li>
</ul>",none,30.0,50.0,10.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10583160_1.jpg,https://www.ruparupa.com/p/informa-sleep-50x30x10-cm-lite-bantal-contour-cool-gel.html
10583161,INFORMA KIEV LEMARI ARSIP KANTOR METAL SLIDE - COKELAT MUDA,METAL OFFICE,"<ul>
<li>Rangka kokoh stabil dan awet</li>
<li>Dilengkapi 2 pintu geser</li>
<li>Dapat digunakan untuk menyimpan buku map dokumen ATK atau barang lainnya</li>
<li>Cocok untuk memenuhi kebutuhan di kantor hunian pribadi atau area lainnya</li>
<li>Ketebalan metal : 0.5 mm</li>
</ul>",COKELAT MUDA,91.0,183.0,7.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10583161_1.jpg,https://www.ruparupa.com/p/informa-kiev-lemari-arsip-kantor-metal-slide-cokelat-muda.html
10583162,INFORMA KIEV LEMARI ARSIP KANTOR METAL SLIDE HALF - COKELAT MUDA,METAL OFFICE,"<ul>
<li>Rangka kokoh stabil dan awet</li>
<li>Desain 2 pintu (atas-bawah)</li>
<li>Bagian atas memiliki 3 tingkat penyimpanan</li>
<li>Bagian bawah memiliki 2 tingkat penyimpanan</li>
<li>Dilengkapi kunci untuk keamanan maksimal</li>
<li>Dapat digunakan untuk menyimpan buku map dokumen ATK atau barang lainnya</li>
<li>Cocok untuk memenuhi kebutuhan di kantor hunian pribadi atau area lainnya</li>
<li>Ketebalan metal : 0.5 mm</li>
</ul>",COKELAT MUDA,91.0,183.0,7.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10583162_1.jpg,https://www.ruparupa.com/p/informa-kiev-lemari-arsip-kantor-metal-slide-half-cokelat-muda.html
