sku,name,category,description,color,width_cm,depth_cm,height_cm,image_url,product_url
10291239,INFORMA 36X40 CM JAM DINDING 2 SISI Q189153 - HITAM,Home Decore,"<ul>
<li>Jam hias untuk taman atau rumah</li>
<li>Dua sisi penunjuk waktu</li>
</ul>",HITAM,11.0,41.0,38.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291239_1.jpg,https://www.ruparupa.com/p/jam-hias-taman-2-sisi-36x40-cm-hitam.html
10291241,INFORMA 36X40 CM JAM DINDING 2 SISI Q189156 - HITAM,Home Decore,"<ul>
<li>Dilengkapi penyangga untuk ditempel di dinding</li>
<li>Menambah aksen dekoratif di ruangan</li>
<li>Cocok diletakkan di dinding ruang tamu ruang keluarga atau area lainnya</li>
</ul>",HITAM,11.0,41.0,38.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291241_1.jpg,https://www.ruparupa.com/p/jam-dinding-2-sisi-q189156-36x40cm-hitam.html
10291288,INFORMA BANGKU OTTOMAN LIPAT FABRIC VELVET - HIJAU,Home Organizer,"<ul>
<li>Multifungsi sebagai tempat duduk dan penyimpanan</li>
<li>Dudukan empuk dan nyaman</li>
<li>Rangka kokoh dan stabil</li>
<li>Mudah dipindahkan</li>
<li>Hemat ruang penyimpanan</li>
<li>Dapat digunakan untuk menyimpanbuku mainan dan barang lainnya</li>
</ul>

<ul>
</ul>",HIJAU,6.8,69.1,33.5,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291288_1.jpg,https://www.ruparupa.com/p/kotak-penyimpanan-lipat-otto-velvet-hijau.html
10291289,INFORMA BANGKU OTTOMAN LIPAT FABRIC VELVET - MERAH,Home Organizer,"<ul>
<li>Multifungsi sebagai tempat duduk dan penyimpanan</li>
<li>Dudukan empuk dan nyaman</li>
<li>Rangka kokoh dan stabil</li>
<li>Mudah dipindahkan</li>
<li>Hemat ruang penyimpanan</li>
<li>Dapat digunakan untuk menyimpanbuku mainan dan barang lainnya</li>
</ul>",MERAH,39.5,39.5,40.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291289_1.jpg,https://www.ruparupa.com/p/otto-kotak-penyimpanan-velvet-lipat-merah-maroon.html
10291402,INFORMA HORTON LAMPU GANTUNG HIAS 3L - ROSE GOLD,LIGHTING,"<ul>
<li>Memberikan aksen dekoratif untuk ruangan </li>
<li>Cocok digunakan untuk hunian pribadi kafe atau butik</li>
<li>Finishing : paint</li>
</ul>",ROSE GOLD,36.0,36.0,34.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291402_1.jpg,https://www.ruparupa.com/p/horton-lampu-pendant-3-lampu-40x40x106-gold.html
10291409,INFORMA HEXA LAMPU GANTUNG HIAS 3L - HITAM,LIGHTING,"<ul>
<li>Desain modern yang menarik</li>
<li>Penggunaan jangka panjang</li>
<li>Menambah aksen dekoratif pada&nbsp;ruangan</li>
<li>Cocok untuk ruang makan pantry ruang tamu dan dapur di rumah atau area komersial</li>
</ul>",HITAM,40.0,56.0,32.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291409_1.jpg,https://www.ruparupa.com/p/hexa-lampu-gantung-hias-3l-hitam-chrome.html
10291711,INFORMA BANTAL SOFA 40 CM SUMMER RETREAT BULAT - ORANYE,Home Textile,"<ul>
<li>Desain modern</li>
<li>Empuk dan nyaman digunakan</li>
<li>Tidak perlu dilapisi lagi dengan sarung bantal</li>
</ul>",ORANYE,42.0,42.0,13.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10291711_1.jpg,https://www.ruparupa.com/p/bantal-sofa-summer-retreat-bulat-40-cm-oranye.html
10292759,INFORMA GARVIL LAMPU MEJA - ABU-ABU,LIGHTING,"<ul>
<li>Arah kap dapat diatur dengan mudah</li>
<li>Sudut dapat diatur untuk menentukan tinggi rendah lampu</li>
<li>Dapat digunakan sebagai lampu belajar</li>
<li>Mudah dipindahkan sesuai kebutuhan</li>
<li>Cocok diletakkan di&nbsp;kamar tidur ruang belajar atau ruang kerja</li>
<li>Finishing : electroplating powder coating</li>
</ul>",ABU,15.1,26.6,52.1,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10292759_1.jpg,https://www.ruparupa.com/p/garvil-lampu-meja-56x21x69-cm-abu-abu.html
10292760,INFORMA GARVIL LAMPU MEJA - PUTIH,LIGHTING,"<ul>
<li>Arah kap dapat diatur dengan mudah</li>
<li>Sudut dapat diatur untuk menentukan tinggi rendah lampu</li>
<li>Dapat digunakan sebagai lampu belajar</li>
<li>Mudah dipindahkan sesuai kebutuhan</li>
<li>Cocok diletakkan di&nbsp;kamar tidur ruang belajar atau ruang kerja</li>
<li>Finishing : electroplating powder coating</li>
</ul>",PUTIH,15.1,26.3,51.9,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10292760_1.jpg,https://www.ruparupa.com/p/garvil-lampu-meja-56x21x69-cm-putih.html
10292900,SELMA 120X200 CM SET 3 PCS SEPRAI DOUBLE MICROFIBER - ABU-ABU,Selma,"<ul>
<li>Dilengkapi karet untuk tampilan tempat tidur yang rapi</li>
<li>Dengan warna yang cerah</li>
<li>Mempercantik tampilan tempat tidur</li>
<li>Warna tahan lama dan tidak cepat pudar</li>
<li>Nyaman saat digunakan</li>
</ul>",ABU,24.0,34.0,5.0,https://cdn.ruparupa.io/fit-in/1000x1000/filters:format(webp)/filters:quality(90)/ruparupa-com/image/upload/Products/10292900_1.jpg,https://www.ruparupa.com/p/selma-120x200-cm-set-3-pcs-seprai-microfiber-abu-abu.html
